seriesId,periodEnd,publishedAt,availableFrom,observedAt,value,unit,source,sourceKind,status
credit.short_balance,2006-01-20,2006-01-27T15:00:00+09:00,2006-01-27T15:00:00+09:00,2026-07-20T11:29:24Z,1514736000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-01-20,2006-01-27T15:00:00+09:00,2006-01-27T15:00:00+09:00,2026-07-20T11:29:24Z,5609172000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-01-27,2006-02-03T15:00:00+09:00,2006-02-03T15:00:00+09:00,2026-07-20T11:29:24Z,1608389000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-01-27,2006-02-03T15:00:00+09:00,2006-02-03T15:00:00+09:00,2026-07-20T11:29:24Z,5490646000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-02-03,2006-02-10T15:00:00+09:00,2006-02-10T15:00:00+09:00,2026-07-20T11:29:24Z,1609250000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-02-03,2006-02-10T15:00:00+09:00,2006-02-10T15:00:00+09:00,2026-07-20T11:29:24Z,5701166000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-02-10,2006-02-17T15:00:00+09:00,2006-02-17T15:00:00+09:00,2026-07-20T11:29:24Z,1590954000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-02-10,2006-02-17T15:00:00+09:00,2006-02-17T15:00:00+09:00,2026-07-20T11:29:24Z,5983618000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-02-17,2006-02-24T15:00:00+09:00,2006-02-24T15:00:00+09:00,2026-07-20T11:29:24Z,1569105000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-02-17,2006-02-24T15:00:00+09:00,2006-02-24T15:00:00+09:00,2026-07-20T11:29:24Z,5618161000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-02-24,2006-03-03T15:00:00+09:00,2006-03-03T15:00:00+09:00,2026-07-20T11:29:24Z,1575773000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-02-24,2006-03-03T15:00:00+09:00,2006-03-03T15:00:00+09:00,2026-07-20T11:29:24Z,5306207000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-03-03,2006-03-10T15:00:00+09:00,2006-03-10T15:00:00+09:00,2026-07-20T11:29:24Z,1572876000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-03-03,2006-03-10T15:00:00+09:00,2006-03-10T15:00:00+09:00,2026-07-20T11:29:24Z,5447512000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-03-10,2006-03-17T15:00:00+09:00,2006-03-17T15:00:00+09:00,2026-07-20T11:29:24Z,1595611000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-03-10,2006-03-17T15:00:00+09:00,2006-03-17T15:00:00+09:00,2026-07-20T11:29:24Z,5447516000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-03-17,2006-03-24T15:00:00+09:00,2006-03-24T15:00:00+09:00,2026-07-20T11:29:24Z,1646081000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-03-17,2006-03-24T15:00:00+09:00,2006-03-24T15:00:00+09:00,2026-07-20T11:29:24Z,5484416000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-03-24,2006-03-31T15:00:00+09:00,2006-03-31T15:00:00+09:00,2026-07-20T11:29:24Z,1604640000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-03-24,2006-03-31T15:00:00+09:00,2006-03-31T15:00:00+09:00,2026-07-20T11:29:24Z,5467784000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-03-31,2006-04-07T15:00:00+09:00,2006-04-07T15:00:00+09:00,2026-07-20T11:29:24Z,1580105000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-03-31,2006-04-07T15:00:00+09:00,2006-04-07T15:00:00+09:00,2026-07-20T11:29:24Z,5369304000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-04-07,2006-04-14T15:00:00+09:00,2006-04-14T15:00:00+09:00,2026-07-20T11:29:24Z,1676579000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-04-07,2006-04-14T15:00:00+09:00,2006-04-14T15:00:00+09:00,2026-07-20T11:29:24Z,5323951000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-04-14,2006-04-21T15:00:00+09:00,2006-04-21T15:00:00+09:00,2026-07-20T11:29:24Z,1624252000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-04-14,2006-04-21T15:00:00+09:00,2006-04-21T15:00:00+09:00,2026-07-20T11:29:24Z,5709758000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-04-21,2006-04-28T15:00:00+09:00,2006-04-28T15:00:00+09:00,2026-07-20T11:29:24Z,1691573000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-04-21,2006-04-28T15:00:00+09:00,2006-04-28T15:00:00+09:00,2026-07-20T11:29:24Z,5625802000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-04-28,2006-05-05T15:00:00+09:00,2006-05-05T15:00:00+09:00,2026-07-20T11:29:24Z,1638344000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-04-28,2006-05-05T15:00:00+09:00,2006-05-05T15:00:00+09:00,2026-07-20T11:29:24Z,5735351000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-05-12,2006-05-19T15:00:00+09:00,2006-05-19T15:00:00+09:00,2026-07-20T11:29:24Z,1663509000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-05-12,2006-05-19T15:00:00+09:00,2006-05-19T15:00:00+09:00,2026-07-20T11:29:24Z,5775416000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-05-19,2006-05-26T15:00:00+09:00,2006-05-26T15:00:00+09:00,2026-07-20T11:29:24Z,1660332000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-05-19,2006-05-26T15:00:00+09:00,2006-05-26T15:00:00+09:00,2026-07-20T11:29:24Z,5768378000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-05-26,2006-06-02T15:00:00+09:00,2006-06-02T15:00:00+09:00,2026-07-20T11:29:24Z,1544629000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-05-26,2006-06-02T15:00:00+09:00,2006-06-02T15:00:00+09:00,2026-07-20T11:29:24Z,5697750000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-06-02,2006-06-09T15:00:00+09:00,2006-06-09T15:00:00+09:00,2026-07-20T11:29:24Z,1562559000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-06-02,2006-06-09T15:00:00+09:00,2006-06-09T15:00:00+09:00,2026-07-20T11:29:24Z,5283052000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-06-09,2006-06-16T15:00:00+09:00,2006-06-16T15:00:00+09:00,2026-07-20T11:29:24Z,1561605000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-06-09,2006-06-16T15:00:00+09:00,2006-06-16T15:00:00+09:00,2026-07-20T11:29:24Z,4939041000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-06-16,2006-06-23T15:00:00+09:00,2006-06-23T15:00:00+09:00,2026-07-20T11:29:24Z,1506696000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-06-16,2006-06-23T15:00:00+09:00,2006-06-23T15:00:00+09:00,2026-07-20T11:29:24Z,4821889000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-06-23,2006-06-30T15:00:00+09:00,2006-06-30T15:00:00+09:00,2026-07-20T11:29:24Z,1485259000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-06-23,2006-06-30T15:00:00+09:00,2006-06-30T15:00:00+09:00,2026-07-20T11:29:24Z,4849867000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-06-30,2006-07-07T15:00:00+09:00,2006-07-07T15:00:00+09:00,2026-07-20T11:29:24Z,1524927000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-06-30,2006-07-07T15:00:00+09:00,2006-07-07T15:00:00+09:00,2026-07-20T11:29:24Z,4716343000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-07-07,2006-07-14T15:00:00+09:00,2006-07-14T15:00:00+09:00,2026-07-20T11:29:24Z,1550413000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-07-07,2006-07-14T15:00:00+09:00,2006-07-14T15:00:00+09:00,2026-07-20T11:29:24Z,4704274000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-07-14,2006-07-21T15:00:00+09:00,2006-07-21T15:00:00+09:00,2026-07-20T11:29:24Z,1536444000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-07-14,2006-07-21T15:00:00+09:00,2006-07-21T15:00:00+09:00,2026-07-20T11:29:24Z,4628927000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-07-21,2006-07-28T15:00:00+09:00,2006-07-28T15:00:00+09:00,2026-07-20T11:29:24Z,1482233000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-07-21,2006-07-28T15:00:00+09:00,2006-07-28T15:00:00+09:00,2026-07-20T11:29:24Z,4328685000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-07-28,2006-08-04T15:00:00+09:00,2006-08-04T15:00:00+09:00,2026-07-20T11:29:24Z,1541131000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-07-28,2006-08-04T15:00:00+09:00,2006-08-04T15:00:00+09:00,2026-07-20T11:29:24Z,4124882000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-08-04,2006-08-11T15:00:00+09:00,2006-08-11T15:00:00+09:00,2026-07-20T11:29:24Z,1529144000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-08-04,2006-08-11T15:00:00+09:00,2006-08-11T15:00:00+09:00,2026-07-20T11:29:24Z,4074475000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-08-11,2006-08-18T15:00:00+09:00,2006-08-18T15:00:00+09:00,2026-07-20T11:29:24Z,1553722000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-08-11,2006-08-18T15:00:00+09:00,2006-08-18T15:00:00+09:00,2026-07-20T11:29:24Z,4023448000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-08-18,2006-08-25T15:00:00+09:00,2006-08-25T15:00:00+09:00,2026-07-20T11:29:24Z,1632789000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-08-18,2006-08-25T15:00:00+09:00,2006-08-25T15:00:00+09:00,2026-07-20T11:29:24Z,3929811000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-08-25,2006-09-01T15:00:00+09:00,2006-09-01T15:00:00+09:00,2026-07-20T11:29:24Z,1627436000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-08-25,2006-09-01T15:00:00+09:00,2006-09-01T15:00:00+09:00,2026-07-20T11:29:24Z,4043062000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-09-01,2006-09-08T15:00:00+09:00,2006-09-08T15:00:00+09:00,2026-07-20T11:29:24Z,1595036000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-09-01,2006-09-08T15:00:00+09:00,2006-09-08T15:00:00+09:00,2026-07-20T11:29:24Z,4022517000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-09-08,2006-09-15T15:00:00+09:00,2006-09-15T15:00:00+09:00,2026-07-20T11:29:24Z,1615969000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-09-08,2006-09-15T15:00:00+09:00,2006-09-15T15:00:00+09:00,2026-07-20T11:29:24Z,4183575000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-09-15,2006-09-22T15:00:00+09:00,2006-09-22T15:00:00+09:00,2026-07-20T11:29:24Z,1585450000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-09-15,2006-09-22T15:00:00+09:00,2006-09-22T15:00:00+09:00,2026-07-20T11:29:24Z,4159728000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.short_balance,2006-09-22,2006-09-29T15:00:00+09:00,2006-09-29T15:00:00+09:00,2026-07-20T11:29:24Z,1528447000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
credit.long_balance,2006-09-22,2006-09-29T15:00:00+09:00,2006-09-29T15:00:00+09:00,2026-07-20T11:29:24Z,4162604000000,JPY,JPX official | https://www.jpx.co.jp/markets/statistics-equities/margin/tvdivq0000001rq1-att/tvdivq0000015969.xls | sha256=be4efee05404884acd405c331efa093e68d8d4a450604ce3539bb6ddd7332c08 | availability=conservative_plus_7d_1500_JST,official,live
